,Audience Type,Fiscal Quarter,Fiscal Week Year,Country,BU,Audience ID Exists,Segment ID
3957,3PD,2024-Q3,2024-W27,Canada,B2B,Have ID,4
3958,3PD,2024-Q3,2024-W27,Canada,B2B,No ID,2
3959,3PD,2024-Q3,2024-W27,Canada,CSB,Have ID,6
3960,3PD,2024-Q3,2024-W27,Canada,CSB,No ID,2
3961,3PD,2024-Q3,2024-W27,France,B2B,No ID,2
3962,3PD,2024-Q3,2024-W27,France,CSB,No ID,2
3963,3PD,2024-Q3,2024-W27,Germany,B2B,No ID,2
3964,3PD,2024-Q3,2024-W27,Germany,CSB,No ID,2
3965,3PD,2024-Q3,2024-W27,India,B2B,Have ID,4
3966,3PD,2024-Q3,2024-W27,India,B2B,No ID,2
3967,3PD,2024-Q3,2024-W27,India,CSB,No ID,2
3968,3PD,2024-Q3,2024-W27,Ireland,B2B,No ID,2
3969,3PD,2024-Q3,2024-W27,Italy,B2B,No ID,2
3970,3PD,2024-Q3,2024-W27,Italy,CSB,No ID,1
3971,3PD,2024-Q3,2024-W27,Japan,B2B,Have ID,4
3972,3PD,2024-Q3,2024-W27,Japan,B2B,No ID,2
3973,3PD,2024-Q3,2024-W27,Japan,CSB,No ID,1
3974,3PD,2024-Q3,2024-W27,Malaysia,B2B,Have ID,1
3975,3PD,2024-Q3,2024-W27,Malaysia,B2B,No ID,1
3976,3PD,2024-Q3,2024-W27,Malaysia,CSB,No ID,2
3977,3PD,2024-Q3,2024-W27,Mexico,B2B,No ID,2
3978,3PD,2024-Q3,2024-W27,Mexico,CSB,No ID,1
3979,3PD,2024-Q3,2024-W27,Netherlands,B2B,No ID,2
3980,3PD,2024-Q3,2024-W27,Netherlands,CSB,No ID,2
3981,3PD,2024-Q3,2024-W27,New Zealand,CSB,No ID,1
3982,3PD,2024-Q3,2024-W27,Singapore,B2B,Have ID,3
3983,3PD,2024-Q3,2024-W27,Singapore,B2B,No ID,2
3984,3PD,2024-Q3,2024-W27,Singapore,CSB,No ID,2
3985,3PD,2024-Q3,2024-W27,Spain,B2B,No ID,2
3986,3PD,2024-Q3,2024-W27,Spain,CSB,No ID,2
3987,3PD,2024-Q3,2024-W27,Sweden,B2B,No ID,2
3988,3PD,2024-Q3,2024-W27,Sweden,CSB,No ID,2
3989,3PD,2024-Q3,2024-W27,Switzerland,B2B,No ID,2
3990,3PD,2024-Q3,2024-W27,Switzerland,CSB,No ID,2
3991,3PD,2024-Q3,2024-W27,United Kingdom,B2B,No ID,2
3992,3PD,2024-Q3,2024-W27,United Kingdom,CSB,No ID,2
3993,3PD,2024-Q3,2024-W27,United States,B2B,Have ID,36
3994,3PD,2024-Q3,2024-W27,United States,B2B,No ID,2
3995,3PD,2024-Q3,2024-W27,United States,CSB,Have ID,21
3996,3PD,2024-Q3,2024-W27,United States,CSB,No ID,2
3997,3PD,2024-Q3,2024-W28,Australia,B2B,Have ID,4
3998,3PD,2024-Q3,2024-W28,Australia,B2B,No ID,2
3999,3PD,2024-Q3,2024-W28,Australia,CSB,No ID,2
4000,3PD,2024-Q3,2024-W28,Austria,B2B,No ID,2
4001,3PD,2024-Q3,2024-W28,Austria,CSB,No ID,1
4002,3PD,2024-Q3,2024-W28,Belgium,B2B,No ID,2
4003,3PD,2024-Q3,2024-W28,Belgium,CSB,No ID,1
4004,3PD,2024-Q3,2024-W28,Brazil,B2B,No ID,2
4005,3PD,2024-Q3,2024-W28,Canada,B2B,Have ID,4
4006,3PD,2024-Q3,2024-W28,Canada,B2B,No ID,2
4007,3PD,2024-Q3,2024-W28,Canada,CSB,Have ID,13
4008,3PD,2024-Q3,2024-W28,Canada,CSB,No ID,2
4009,3PD,2024-Q3,2024-W28,France,B2B,No ID,2
4010,3PD,2024-Q3,2024-W28,France,CSB,No ID,2
4011,3PD,2024-Q3,2024-W28,Germany,B2B,No ID,2
4012,3PD,2024-Q3,2024-W28,Germany,CSB,No ID,2
4013,3PD,2024-Q3,2024-W28,India,B2B,Have ID,4
4014,3PD,2024-Q3,2024-W28,India,B2B,No ID,2
4015,3PD,2024-Q3,2024-W28,India,CSB,No ID,2
4016,3PD,2024-Q3,2024-W28,Ireland,B2B,No ID,2
4017,3PD,2024-Q3,2024-W28,Ireland,CSB,No ID,1
4018,3PD,2024-Q3,2024-W28,Italy,B2B,No ID,2
4019,3PD,2024-Q3,2024-W28,Japan,B2B,Have ID,4
4020,3PD,2024-Q3,2024-W28,Japan,B2B,No ID,2
4021,3PD,2024-Q3,2024-W28,Japan,CSB,No ID,1
4022,3PD,2024-Q3,2024-W28,Malaysia,B2B,Have ID,1
4023,3PD,2024-Q3,2024-W28,Malaysia,B2B,No ID,1
4024,3PD,2024-Q3,2024-W28,Malaysia,CSB,No ID,2
4025,3PD,2024-Q3,2024-W28,Mexico,B2B,No ID,2
4026,3PD,2024-Q3,2024-W28,Mexico,CSB,No ID,1
4027,3PD,2024-Q3,2024-W28,Netherlands,B2B,No ID,2
4028,3PD,2024-Q3,2024-W28,Netherlands,CSB,No ID,2
4029,3PD,2024-Q3,2024-W28,New Zealand,CSB,No ID,1
4030,3PD,2024-Q3,2024-W28,Singapore,B2B,Have ID,4
4031,3PD,2024-Q3,2024-W28,Singapore,B2B,No ID,2
4032,3PD,2024-Q3,2024-W28,Singapore,CSB,No ID,2
4033,3PD,2024-Q3,2024-W28,Spain,B2B,No ID,2
4034,3PD,2024-Q3,2024-W28,Spain,CSB,No ID,2
4035,3PD,2024-Q3,2024-W28,Sweden,B2B,No ID,2
4036,3PD,2024-Q3,2024-W28,Sweden,CSB,No ID,2
4037,3PD,2024-Q3,2024-W28,Switzerland,B2B,No ID,2
4038,3PD,2024-Q3,2024-W28,Switzerland,CSB,No ID,2
4039,3PD,2024-Q3,2024-W28,United Kingdom,B2B,No ID,2
4040,3PD,2024-Q3,2024-W28,United Kingdom,CSB,No ID,2
4041,3PD,2024-Q3,2024-W28,United States,B2B,Have ID,38
4042,3PD,2024-Q3,2024-W28,United States,B2B,No ID,2
4043,3PD,2024-Q3,2024-W28,United States,CSB,Have ID,21
4044,3PD,2024-Q3,2024-W28,United States,CSB,No ID,2
4045,3PD,2024-Q3,2024-W29,Australia,B2B,Have ID,4
4046,3PD,2024-Q3,2024-W29,Australia,B2B,No ID,2
4047,3PD,2024-Q3,2024-W29,Australia,CSB,No ID,2
4048,3PD,2024-Q3,2024-W29,Austria,B2B,No ID,1
4049,3PD,2024-Q3,2024-W29,Belgium,B2B,No ID,2
4050,3PD,2024-Q3,2024-W29,Brazil,B2B,No ID,2
4051,3PD,2024-Q3,2024-W29,Canada,B2B,Have ID,4
4052,3PD,2024-Q3,2024-W29,Canada,B2B,No ID,2
4053,3PD,2024-Q3,2024-W29,Canada,CSB,Have ID,13
4054,3PD,2024-Q3,2024-W29,Canada,CSB,No ID,2
4055,3PD,2024-Q3,2024-W29,France,B2B,No ID,2
4056,3PD,2024-Q3,2024-W29,France,CSB,No ID,2
4057,3PD,2024-Q3,2024-W29,Germany,B2B,No ID,2
4058,3PD,2024-Q3,2024-W29,Germany,CSB,No ID,2
4059,3PD,2024-Q3,2024-W29,India,B2B,Have ID,4
4060,3PD,2024-Q3,2024-W29,India,B2B,No ID,2
4061,3PD,2024-Q3,2024-W29,India,CSB,No ID,2
4062,3PD,2024-Q3,2024-W29,Ireland,B2B,No ID,2
4063,3PD,2024-Q3,2024-W29,Ireland,CSB,No ID,1
4064,3PD,2024-Q3,2024-W29,Italy,B2B,No ID,2
4065,3PD,2024-Q3,2024-W29,Italy,CSB,No ID,1
4066,3PD,2024-Q3,2024-W29,Japan,B2B,Have ID,4
4067,3PD,2024-Q3,2024-W29,Japan,B2B,No ID,2
4068,3PD,2024-Q3,2024-W29,Japan,CSB,No ID,1
4069,3PD,2024-Q3,2024-W29,Malaysia,B2B,No ID,1
4070,3PD,2024-Q3,2024-W29,Malaysia,CSB,No ID,2
4071,3PD,2024-Q3,2024-W29,Mexico,B2B,No ID,2
4072,3PD,2024-Q3,2024-W29,Mexico,CSB,No ID,1
4073,3PD,2024-Q3,2024-W29,Netherlands,B2B,No ID,2
4074,3PD,2024-Q3,2024-W29,Netherlands,CSB,No ID,2
4075,3PD,2024-Q3,2024-W29,New Zealand,CSB,No ID,1
4076,3PD,2024-Q3,2024-W29,Singapore,B2B,Have ID,3
4077,3PD,2024-Q3,2024-W29,Singapore,B2B,No ID,2
4078,3PD,2024-Q3,2024-W29,Singapore,CSB,No ID,2
4079,3PD,2024-Q3,2024-W29,Spain,B2B,No ID,2
4080,3PD,2024-Q3,2024-W29,Spain,CSB,No ID,2
4081,3PD,2024-Q3,2024-W29,Sweden,B2B,No ID,2
4082,3PD,2024-Q3,2024-W29,Sweden,CSB,No ID,1
4083,3PD,2024-Q3,2024-W29,Switzerland,B2B,No ID,2
4084,3PD,2024-Q3,2024-W29,Switzerland,CSB,No ID,2
4085,3PD,2024-Q3,2024-W29,United Kingdom,B2B,No ID,2
4086,3PD,2024-Q3,2024-W29,United Kingdom,CSB,No ID,2
4087,3PD,2024-Q3,2024-W29,United States,B2B,Have ID,37
4088,3PD,2024-Q3,2024-W29,United States,B2B,No ID,2
4089,3PD,2024-Q3,2024-W29,United States,CSB,Have ID,18
4090,3PD,2024-Q3,2024-W29,United States,CSB,No ID,2
4091,3PD,2024-Q3,2024-W30,Australia,B2B,Have ID,4
4092,3PD,2024-Q3,2024-W30,Australia,B2B,No ID,2
4093,3PD,2024-Q3,2024-W30,Australia,CSB,No ID,2
4094,3PD,2024-Q3,2024-W30,Austria,B2B,No ID,2
4095,3PD,2024-Q3,2024-W30,Austria,CSB,No ID,1
4096,3PD,2024-Q3,2024-W30,Belgium,B2B,No ID,2
4097,3PD,2024-Q3,2024-W30,Belgium,CSB,No ID,1
4098,3PD,2024-Q3,2024-W30,Brazil,B2B,No ID,2
4099,3PD,2024-Q3,2024-W30,Canada,B2B,Have ID,4
4100,3PD,2024-Q3,2024-W30,Canada,B2B,No ID,2
4101,3PD,2024-Q3,2024-W30,Canada,CSB,Have ID,13
4102,3PD,2024-Q3,2024-W30,Canada,CSB,No ID,2
4103,3PD,2024-Q3,2024-W30,France,B2B,No ID,2
4104,3PD,2024-Q3,2024-W30,France,CSB,No ID,2
4105,3PD,2024-Q3,2024-W30,Germany,B2B,No ID,2
4106,3PD,2024-Q3,2024-W30,Germany,CSB,No ID,2
4107,3PD,2024-Q3,2024-W30,India,B2B,Have ID,4
4108,3PD,2024-Q3,2024-W30,India,B2B,No ID,2
4109,3PD,2024-Q3,2024-W30,India,CSB,No ID,2
4110,3PD,2024-Q3,2024-W30,Ireland,B2B,No ID,2
4111,3PD,2024-Q3,2024-W30,Ireland,CSB,No ID,1
4112,3PD,2024-Q3,2024-W30,Italy,B2B,No ID,2
4113,3PD,2024-Q3,2024-W30,Italy,CSB,No ID,1
4114,3PD,2024-Q3,2024-W30,Japan,B2B,Have ID,4
4115,3PD,2024-Q3,2024-W30,Japan,B2B,No ID,2
4116,3PD,2024-Q3,2024-W30,Japan,CSB,No ID,1
4117,3PD,2024-Q3,2024-W30,Malaysia,B2B,Have ID,2
4118,3PD,2024-Q3,2024-W30,Malaysia,B2B,No ID,1
4119,3PD,2024-Q3,2024-W30,Malaysia,CSB,No ID,2
4120,3PD,2024-Q3,2024-W30,Mexico,B2B,No ID,2
4121,3PD,2024-Q3,2024-W30,Mexico,CSB,No ID,1
4122,3PD,2024-Q3,2024-W30,Netherlands,B2B,No ID,2
4123,3PD,2024-Q3,2024-W30,Netherlands,CSB,No ID,2
4124,3PD,2024-Q3,2024-W30,New Zealand,CSB,No ID,1
4125,3PD,2024-Q3,2024-W30,Norway,CSB,No ID,1
4126,3PD,2024-Q3,2024-W30,Singapore,B2B,Have ID,2
4127,3PD,2024-Q3,2024-W30,Singapore,B2B,No ID,2
4128,3PD,2024-Q3,2024-W30,Singapore,CSB,No ID,2
4129,3PD,2024-Q3,2024-W30,South Africa,B2B,No ID,1
4130,3PD,2024-Q3,2024-W30,Spain,B2B,No ID,2
4131,3PD,2024-Q3,2024-W30,Spain,CSB,No ID,2
4132,3PD,2024-Q3,2024-W30,Sweden,B2B,No ID,2
4133,3PD,2024-Q3,2024-W30,Sweden,CSB,No ID,2
4134,3PD,2024-Q3,2024-W30,Switzerland,B2B,No ID,2
4135,3PD,2024-Q3,2024-W30,Switzerland,CSB,No ID,2
4136,3PD,2024-Q3,2024-W30,United Kingdom,B2B,No ID,2
4137,3PD,2024-Q3,2024-W30,United Kingdom,CSB,No ID,2
4138,3PD,2024-Q3,2024-W30,United States,B2B,Have ID,31
4139,3PD,2024-Q3,2024-W30,United States,B2B,No ID,2
4140,3PD,2024-Q3,2024-W30,United States,CSB,Have ID,19
4141,3PD,2024-Q3,2024-W30,United States,CSB,No ID,2
4142,3PD,2024-Q3,2024-W31,Australia,B2B,Have ID,4
4143,3PD,2024-Q3,2024-W31,Australia,B2B,No ID,2
4144,3PD,2024-Q3,2024-W31,Australia,CSB,No ID,2
4145,3PD,2024-Q3,2024-W31,Austria,B2B,No ID,2
4146,3PD,2024-Q3,2024-W31,Austria,CSB,No ID,1
4147,3PD,2024-Q3,2024-W31,Belgium,B2B,No ID,2
4148,3PD,2024-Q3,2024-W31,Brazil,B2B,No ID,2
4149,3PD,2024-Q3,2024-W31,Canada,B2B,Have ID,4
4150,3PD,2024-Q3,2024-W31,Canada,B2B,No ID,2
4151,3PD,2024-Q3,2024-W31,Canada,CSB,Have ID,10
4152,3PD,2024-Q3,2024-W31,Canada,CSB,No ID,2
4153,3PD,2024-Q3,2024-W31,France,B2B,No ID,2
4154,3PD,2024-Q3,2024-W31,France,CSB,No ID,2
4155,3PD,2024-Q3,2024-W31,Germany,B2B,No ID,2
4156,3PD,2024-Q3,2024-W31,Germany,CSB,No ID,2
4157,3PD,2024-Q3,2024-W31,India,B2B,Have ID,4
4158,3PD,2024-Q3,2024-W31,India,B2B,No ID,2
4159,3PD,2024-Q3,2024-W31,India,CSB,No ID,2
4160,3PD,2024-Q3,2024-W31,Ireland,B2B,No ID,2
4161,3PD,2024-Q3,2024-W31,Italy,B2B,No ID,2
4162,3PD,2024-Q3,2024-W31,Italy,CSB,No ID,1
4163,3PD,2024-Q3,2024-W31,Japan,B2B,Have ID,4
4164,3PD,2024-Q3,2024-W31,Japan,B2B,No ID,2
4165,3PD,2024-Q3,2024-W31,Japan,CSB,No ID,1
4166,3PD,2024-Q3,2024-W31,Malaysia,B2B,Have ID,2
4167,3PD,2024-Q3,2024-W31,Malaysia,B2B,No ID,1
4168,3PD,2024-Q3,2024-W31,Malaysia,CSB,No ID,2
4169,3PD,2024-Q3,2024-W31,Mexico,B2B,No ID,2
4170,3PD,2024-Q3,2024-W31,Netherlands,B2B,No ID,2
4171,3PD,2024-Q3,2024-W31,Netherlands,CSB,No ID,2
4172,3PD,2024-Q3,2024-W31,New Zealand,CSB,No ID,2
4173,3PD,2024-Q3,2024-W31,Singapore,B2B,Have ID,4
4174,3PD,2024-Q3,2024-W31,Singapore,B2B,No ID,2
4175,3PD,2024-Q3,2024-W31,Singapore,CSB,No ID,2
4176,3PD,2024-Q3,2024-W31,South Africa,CSB,No ID,1
4177,3PD,2024-Q3,2024-W31,Spain,B2B,No ID,2
4178,3PD,2024-Q3,2024-W31,Spain,CSB,No ID,2
4179,3PD,2024-Q3,2024-W31,Sweden,B2B,No ID,2
4180,3PD,2024-Q3,2024-W31,Sweden,CSB,No ID,1
4181,3PD,2024-Q3,2024-W31,Switzerland,B2B,No ID,2
4182,3PD,2024-Q3,2024-W31,Switzerland,CSB,No ID,2
4183,3PD,2024-Q3,2024-W31,United Kingdom,B2B,No ID,2
4184,3PD,2024-Q3,2024-W31,United Kingdom,CSB,No ID,2
4185,3PD,2024-Q3,2024-W31,United States,B2B,Have ID,33
4186,3PD,2024-Q3,2024-W31,United States,B2B,No ID,2
4187,3PD,2024-Q3,2024-W31,United States,CSB,Have ID,18
4188,3PD,2024-Q3,2024-W31,United States,CSB,No ID,2
4189,3PD,2024-Q3,2024-W32,Australia,B2B,Have ID,4
4190,3PD,2024-Q3,2024-W32,Australia,B2B,No ID,2
4191,3PD,2024-Q3,2024-W32,Australia,CSB,No ID,2
4192,3PD,2024-Q3,2024-W32,Austria,B2B,No ID,2
4193,3PD,2024-Q3,2024-W32,Austria,CSB,No ID,1
4194,3PD,2024-Q3,2024-W32,Belgium,B2B,No ID,2
4195,3PD,2024-Q3,2024-W32,Brazil,B2B,No ID,2
4196,3PD,2024-Q3,2024-W32,Canada,B2B,Have ID,4
4197,3PD,2024-Q3,2024-W32,Canada,B2B,No ID,2
4198,3PD,2024-Q3,2024-W32,Canada,CSB,Have ID,10
4199,3PD,2024-Q3,2024-W32,Canada,CSB,No ID,2
4200,3PD,2024-Q3,2024-W32,France,B2B,No ID,2
4201,3PD,2024-Q3,2024-W32,France,CSB,No ID,2
4202,3PD,2024-Q3,2024-W32,Germany,B2B,No ID,2
4203,3PD,2024-Q3,2024-W32,Germany,CSB,No ID,2
4204,3PD,2024-Q3,2024-W32,India,B2B,Have ID,4
4205,3PD,2024-Q3,2024-W32,India,B2B,No ID,2
4206,3PD,2024-Q3,2024-W32,India,CSB,No ID,2
4207,3PD,2024-Q3,2024-W32,Ireland,B2B,No ID,2
4208,3PD,2024-Q3,2024-W32,Ireland,CSB,No ID,1
4209,3PD,2024-Q3,2024-W32,Italy,B2B,No ID,2
4210,3PD,2024-Q3,2024-W32,Italy,CSB,No ID,1
4211,3PD,2024-Q3,2024-W32,Japan,B2B,Have ID,4
4212,3PD,2024-Q3,2024-W32,Japan,B2B,No ID,2
4213,3PD,2024-Q3,2024-W32,Japan,CSB,No ID,1
4214,3PD,2024-Q3,2024-W32,Malaysia,B2B,Have ID,2
4215,3PD,2024-Q3,2024-W32,Malaysia,B2B,No ID,1
4216,3PD,2024-Q3,2024-W32,Malaysia,CSB,No ID,2
4217,3PD,2024-Q3,2024-W32,Mexico,B2B,No ID,2
4218,3PD,2024-Q3,2024-W32,Netherlands,B2B,No ID,2
4219,3PD,2024-Q3,2024-W32,Netherlands,CSB,No ID,2
4220,3PD,2024-Q3,2024-W32,New Zealand,CSB,No ID,1
4221,3PD,2024-Q3,2024-W32,Singapore,B2B,Have ID,4
4222,3PD,2024-Q3,2024-W32,Singapore,B2B,No ID,2
4223,3PD,2024-Q3,2024-W32,Singapore,CSB,No ID,2
4224,3PD,2024-Q3,2024-W32,South Africa,B2B,No ID,1
4225,3PD,2024-Q3,2024-W32,South Africa,CSB,No ID,1
4226,3PD,2024-Q3,2024-W32,Spain,B2B,No ID,2
4227,3PD,2024-Q3,2024-W32,Spain,CSB,No ID,2
4228,3PD,2024-Q3,2024-W32,Sweden,B2B,No ID,2
4229,3PD,2024-Q3,2024-W32,Sweden,CSB,No ID,1
4230,3PD,2024-Q3,2024-W32,Switzerland,B2B,No ID,2
4231,3PD,2024-Q3,2024-W32,Switzerland,CSB,No ID,2
4232,3PD,2024-Q3,2024-W32,United Kingdom,B2B,No ID,2
4233,3PD,2024-Q3,2024-W32,United Kingdom,CSB,No ID,2
4234,3PD,2024-Q3,2024-W32,United States,B2B,Have ID,35
4235,3PD,2024-Q3,2024-W32,United States,B2B,No ID,2
4236,3PD,2024-Q3,2024-W32,United States,CSB,Have ID,17
4237,3PD,2024-Q3,2024-W32,United States,CSB,No ID,2
4238,3PD,2024-Q3,2024-W33,Australia,B2B,Have ID,4
4239,3PD,2024-Q3,2024-W33,Australia,B2B,No ID,2
4240,3PD,2024-Q3,2024-W33,Australia,CSB,No ID,2
4241,3PD,2024-Q3,2024-W33,Austria,B2B,No ID,2
4242,3PD,2024-Q3,2024-W33,Belgium,B2B,No ID,2
4243,3PD,2024-Q3,2024-W33,Brazil,B2B,No ID,2
4244,3PD,2024-Q3,2024-W33,Canada,B2B,Have ID,4
4245,3PD,2024-Q3,2024-W33,Canada,B2B,No ID,2
4246,3PD,2024-Q3,2024-W33,Canada,CSB,Have ID,10
4247,3PD,2024-Q3,2024-W33,Canada,CSB,No ID,2
4248,3PD,2024-Q3,2024-W33,France,B2B,No ID,2
4249,3PD,2024-Q3,2024-W33,France,CSB,No ID,2
4250,3PD,2024-Q3,2024-W33,Germany,B2B,No ID,2
4251,3PD,2024-Q3,2024-W33,Germany,CSB,No ID,2
4252,3PD,2024-Q3,2024-W33,India,B2B,Have ID,4
4253,3PD,2024-Q3,2024-W33,India,B2B,No ID,2
4254,3PD,2024-Q3,2024-W33,India,CSB,No ID,2
4255,3PD,2024-Q3,2024-W33,Ireland,B2B,No ID,2
4256,3PD,2024-Q3,2024-W33,Italy,B2B,No ID,2
4257,3PD,2024-Q3,2024-W33,Japan,B2B,Have ID,4
4258,3PD,2024-Q3,2024-W33,Japan,B2B,No ID,2
4259,3PD,2024-Q3,2024-W33,Japan,CSB,No ID,1
4260,3PD,2024-Q3,2024-W33,Malaysia,B2B,Have ID,2
4261,3PD,2024-Q3,2024-W33,Malaysia,B2B,No ID,1
4262,3PD,2024-Q3,2024-W33,Malaysia,CSB,No ID,2
4263,3PD,2024-Q3,2024-W33,Mexico,B2B,No ID,2
4264,3PD,2024-Q3,2024-W33,Netherlands,B2B,No ID,2
4265,3PD,2024-Q3,2024-W33,Netherlands,CSB,No ID,2
4266,3PD,2024-Q3,2024-W33,New Zealand,CSB,No ID,1
4267,3PD,2024-Q3,2024-W33,Singapore,B2B,Have ID,4
4268,3PD,2024-Q3,2024-W33,Singapore,B2B,No ID,2
4269,3PD,2024-Q3,2024-W33,Singapore,CSB,No ID,2
4270,3PD,2024-Q3,2024-W33,South Africa,B2B,No ID,1
4271,3PD,2024-Q3,2024-W33,Spain,B2B,No ID,2
4272,3PD,2024-Q3,2024-W33,Spain,CSB,No ID,2
4273,3PD,2024-Q3,2024-W33,Sweden,B2B,No ID,2
4274,3PD,2024-Q3,2024-W33,Sweden,CSB,No ID,1
4275,3PD,2024-Q3,2024-W33,Switzerland,B2B,No ID,2
4276,3PD,2024-Q3,2024-W33,Switzerland,CSB,No ID,2
4277,3PD,2024-Q3,2024-W33,United Kingdom,B2B,No ID,2
4278,3PD,2024-Q3,2024-W33,United Kingdom,CSB,No ID,2
4279,3PD,2024-Q3,2024-W33,United States,B2B,Have ID,29
4280,3PD,2024-Q3,2024-W33,United States,B2B,No ID,2
4281,3PD,2024-Q3,2024-W33,United States,CSB,Have ID,17
4282,3PD,2024-Q3,2024-W33,United States,CSB,No ID,2
4283,3PD,2024-Q3,2024-W34,Australia,B2B,Have ID,4
4284,3PD,2024-Q3,2024-W34,Australia,B2B,No ID,2
4285,3PD,2024-Q3,2024-W34,Australia,CSB,No ID,2
4286,3PD,2024-Q3,2024-W34,Austria,B2B,No ID,1
4287,3PD,2024-Q3,2024-W34,Belgium,B2B,No ID,2
4288,3PD,2024-Q3,2024-W34,Brazil,B2B,No ID,2
4289,3PD,2024-Q3,2024-W34,Canada,B2B,Have ID,4
4290,3PD,2024-Q3,2024-W34,Canada,B2B,No ID,2
4291,3PD,2024-Q3,2024-W34,Canada,CSB,Have ID,9
4292,3PD,2024-Q3,2024-W34,Canada,CSB,No ID,2
4293,3PD,2024-Q3,2024-W34,France,B2B,No ID,2
4294,3PD,2024-Q3,2024-W34,France,CSB,No ID,2
4295,3PD,2024-Q3,2024-W34,Germany,B2B,No ID,2
4296,3PD,2024-Q3,2024-W34,Germany,CSB,No ID,2
4297,3PD,2024-Q3,2024-W34,India,B2B,Have ID,4
4298,3PD,2024-Q3,2024-W34,India,B2B,No ID,2
4299,3PD,2024-Q3,2024-W34,India,CSB,No ID,2
4300,3PD,2024-Q3,2024-W34,Ireland,B2B,No ID,2
4301,3PD,2024-Q3,2024-W34,Italy,B2B,No ID,2
4302,3PD,2024-Q3,2024-W34,Japan,B2B,Have ID,4
4303,3PD,2024-Q3,2024-W34,Japan,B2B,No ID,2
4304,3PD,2024-Q3,2024-W34,Japan,CSB,No ID,1
4305,3PD,2024-Q3,2024-W34,Malaysia,B2B,Have ID,2
4306,3PD,2024-Q3,2024-W34,Malaysia,B2B,No ID,1
4307,3PD,2024-Q3,2024-W34,Malaysia,CSB,No ID,2
4308,3PD,2024-Q3,2024-W34,Mexico,B2B,No ID,2
4309,3PD,2024-Q3,2024-W34,Mexico,CSB,No ID,1
4310,3PD,2024-Q3,2024-W34,Netherlands,B2B,No ID,2
4311,3PD,2024-Q3,2024-W34,Netherlands,CSB,No ID,2
4312,3PD,2024-Q3,2024-W34,Singapore,B2B,Have ID,4
4313,3PD,2024-Q3,2024-W34,Singapore,B2B,No ID,2
4314,3PD,2024-Q3,2024-W34,Singapore,CSB,No ID,2
4315,3PD,2024-Q3,2024-W34,South Africa,B2B,No ID,1
4316,3PD,2024-Q3,2024-W34,Spain,B2B,No ID,2
4317,3PD,2024-Q3,2024-W34,Spain,CSB,No ID,2
4318,3PD,2024-Q3,2024-W34,Sweden,B2B,No ID,2
4319,3PD,2024-Q3,2024-W34,Sweden,CSB,No ID,1
4320,3PD,2024-Q3,2024-W34,Switzerland,B2B,No ID,2
4321,3PD,2024-Q3,2024-W34,Switzerland,CSB,No ID,2
4322,3PD,2024-Q3,2024-W34,United Kingdom,B2B,No ID,2
4323,3PD,2024-Q3,2024-W34,United Kingdom,CSB,No ID,2
4324,3PD,2024-Q3,2024-W34,United States,B2B,Have ID,25
4325,3PD,2024-Q3,2024-W34,United States,B2B,No ID,2
4326,3PD,2024-Q3,2024-W34,United States,CSB,Have ID,17
4327,3PD,2024-Q3,2024-W34,United States,CSB,No ID,2
4328,3PD,2024-Q3,2024-W35,Australia,B2B,Have ID,4
4329,3PD,2024-Q3,2024-W35,Australia,B2B,No ID,2
4330,3PD,2024-Q3,2024-W35,Australia,CSB,No ID,2
4331,3PD,2024-Q3,2024-W35,Austria,B2B,No ID,1
4332,3PD,2024-Q3,2024-W35,Belgium,B2B,No ID,2
4333,3PD,2024-Q3,2024-W35,Brazil,B2B,No ID,2
4334,3PD,2024-Q3,2024-W35,Canada,B2B,Have ID,4
4335,3PD,2024-Q3,2024-W35,Canada,B2B,No ID,2
4336,3PD,2024-Q3,2024-W35,Canada,CSB,Have ID,9
4337,3PD,2024-Q3,2024-W35,Canada,CSB,No ID,2
4338,3PD,2024-Q3,2024-W35,France,B2B,No ID,2
4339,3PD,2024-Q3,2024-W35,France,CSB,No ID,2
4340,3PD,2024-Q3,2024-W35,Germany,B2B,No ID,2
4341,3PD,2024-Q3,2024-W35,Germany,CSB,No ID,2
4342,3PD,2024-Q3,2024-W35,India,B2B,Have ID,4
4343,3PD,2024-Q3,2024-W35,India,B2B,No ID,2
4344,3PD,2024-Q3,2024-W35,India,CSB,No ID,2
4345,3PD,2024-Q3,2024-W35,Ireland,B2B,No ID,2
4346,3PD,2024-Q3,2024-W35,Italy,B2B,No ID,2
4347,3PD,2024-Q3,2024-W35,Japan,B2B,Have ID,4
4348,3PD,2024-Q3,2024-W35,Japan,B2B,No ID,2
4349,3PD,2024-Q3,2024-W35,Japan,CSB,No ID,1
4350,3PD,2024-Q3,2024-W35,Malaysia,B2B,Have ID,2
4351,3PD,2024-Q3,2024-W35,Malaysia,B2B,No ID,1
4352,3PD,2024-Q3,2024-W35,Malaysia,CSB,No ID,2
4353,3PD,2024-Q3,2024-W35,Mexico,B2B,No ID,2
4354,3PD,2024-Q3,2024-W35,Netherlands,B2B,No ID,2
4355,3PD,2024-Q3,2024-W35,Netherlands,CSB,No ID,2
4356,3PD,2024-Q3,2024-W35,New Zealand,CSB,No ID,1
4357,3PD,2024-Q3,2024-W35,Singapore,B2B,Have ID,4
4358,3PD,2024-Q3,2024-W35,Singapore,B2B,No ID,2
4359,3PD,2024-Q3,2024-W35,Singapore,CSB,No ID,2
